1500.0 2500.0 6.0 0.0 0.0 0.25 0.0	2000.0 2500.0 6.0 0.0 0.0 0.25 0.0	1500.0 2998.0 6.0 0.0 0.0 0.25 0.0	2000.0 2998.0 6.0 0.0 0.0 0.25 0.0  1
2000.0 -2998.0 6.0 0.0 0.0 0.25 0.0	2500.0 -2998.0 6.0 0.0 0.0 0.25 0.0	2000.0 -2500.0 6.0 0.0 0.0 0.25 0.0	2500.0 -2500.0 6.0 0.0 0.0 0.25 0.0  1
2000.0 -2500.0 6.0 0.0 0.0 0.25 0.0	2500.0 -2500.0 6.0 0.0 0.0 0.25 0.0	2000.0 -2000.0 6.0 0.0 0.0 0.25 0.0	2500.0 -2000.0 6.0 0.0 0.0 0.25 0.0  1
2000.0 -2000.0 6.0 0.0 0.0 0.25 0.0	2500.0 -2000.0 6.0 0.0 0.0 0.25 0.0	2000.0 -1500.0 6.0 0.0 0.0 0.25 0.0	2500.0 -1500.0 6.0 0.0 0.0 0.25 0.0  1
2000.0 -1500.0 6.0 0.0 0.0 0.25 0.0	2500.0 -1500.0 6.0 0.0 0.0 0.25 0.0	2000.0 -1000.0 6.0 0.0 0.0 0.25 0.0	2500.0 -1000.0 6.0 0.0 0.0 0.25 0.0  1
2000.0 -1000.0 6.0 0.0 0.0 0.25 0.0	2500.0 -1000.0 6.0 0.0 0.0 0.25 0.0	2000.0 -500.0 6.0 0.0 0.0 0.25 0.0	2500.0 -500.0 6.0 0.0 0.0 0.25 0.0  1
2000.0 -500.0 6.0 0.0 0.0 0.25 0.0	2500.0 -500.0 6.0 0.0 0.0 0.25 0.0	2000.0 0.0 6.0 0.0 0.0 0.25 0.0	2500.0 0.0 6.0 0.0 0.0 0.25 0.0  1
2000.0 0.0 6.0 0.0 0.0 0.25 0.0	2500.0 0.0 6.0 0.0 0.0 0.25 0.0	2000.0 500.0 6.0 0.0 0.0 0.25 0.0	2500.0 500.0 6.0 0.0 0.0 0.25 0.0  1
2000.0 500.0 6.0 0.0 0.0 0.25 0.0	2500.0 500.0 6.0 0.0 0.0 0.25 0.0	2000.0 1000.0 6.0 0.0 0.0 0.25 0.0	2500.0 1000.0 6.0 0.0 0.0 0.25 0.0  1
2000.0 1000.0 6.0 0.0 0.0 0.25 0.0	2500.0 1000.0 6.0 0.0 0.0 0.25 0.0	2000.0 1500.0 6.0 0.0 0.0 0.25 0.0	2500.0 1500.0 6.0 0.0 0.0 0.25 0.0  1
2000.0 1500.0 6.0 0.0 0.0 0.25 0.0	2500.0 1500.0 6.0 0.0 0.0 0.25 0.0	2000.0 2000.0 6.0 0.0 0.0 0.25 0.0	2500.0 2000.0 6.0 0.0 0.0 0.25 0.0  1
2000.0 2000.0 6.0 0.0 0.0 0.25 0.0	2500.0 2000.0 6.0 0.0 0.0 0.25 0.0	2000.0 2500.0 6.0 0.0 0.0 0.25 0.0	2500.0 2500.0 6.0 0.0 0.0 0.25 0.0  1
2000.0 2500.0 6.0 0.0 0.0 0.25 0.0	2500.0 2500.0 6.0 0.0 0.0 0.25 0.0	2000.0 2998.0 6.0 0.0 0.0 0.25 0.0	2500.0 2998.0 6.0 0.0 0.0 0.25 0.0  1
2500.0 -2998.0 6.0 0.0 0.0 0.25 0.0	2998.0 -2998.0 6.0 0.0 0.0 0.25 0.0	2500.0 -2500.0 6.0 0.0 0.0 0.25 0.0	2998.0 -2500.0 6.0 0.0 0.0 0.25 0.0  1
2500.0 -2500.0 6.0 0.0 0.0 0.25 0.0	2998.0 -2500.0 6.0 0.0 0.0 0.25 0.0	2500.0 -2000.0 6.0 0.0 0.0 0.25 0.0	2998.0 -2000.0 6.0 0.0 0.0 0.25 0.0  1
2500.0 -2000.0 6.0 0.0 0.0 0.25 0.0	2998.0 -2000.0 6.0 0.0 0.0 0.25 0.0	2500.0 -1500.0 6.0 0.0 0.0 0.25 0.0	2998.0 -1500.0 6.0 0.0 0.0 0.25 0.0  1
2500.0 -1500.0 6.0 0.0 0.0 0.25 0.0	2998.0 -1500.0 6.0 0.0 0.0 0.25 0.0	2500.0 -1000.0 6.0 0.0 0.0 0.25 0.0	2998.0 -1000.0 6.0 0.0 0.0 0.25 0.0  1
2500.0 -1000.0 6.0 0.0 0.0 0.25 0.0	2998.0 -1000.0 6.0 0.0 0.0 0.25 0.0	2500.0 -500.0 6.0 0.0 0.0 0.25 0.0	2998.0 -500.0 6.0 0.0 0.0 0.25 0.0  1
2500.0 -500.0 6.0 0.0 0.0 0.25 0.0	2998.0 -500.0 6.0 0.0 0.0 0.25 0.0	2500.0 0.0 6.0 0.0 0.0 0.25 0.0	2998.0 0.0 6.0 0.0 0.0 0.25 0.0  1
2500.0 0.0 6.0 0.0 0.0 0.25 0.0	2998.0 0.0 6.0 0.0 0.0 0.25 0.0	2500.0 500.0 6.0 0.0 0.0 0.25 0.0	2998.0 500.0 6.0 0.0 0.0 0.25 0.0  1
2500.0 500.0 6.0 0.0 0.0 0.25 0.0	2998.0 500.0 6.0 0.0 0.0 0.25 0.0	2500.0 1000.0 6.0 0.0 0.0 0.25 0.0	2998.0 1000.0 6.0 0.0 0.0 0.25 0.0  1
2500.0 1000.0 6.0 0.0 0.0 0.25 0.0	2998.0 1000.0 6.0 0.0 0.0 0.25 0.0	2500.0 1500.0 6.0 0.0 0.0 0.25 0.0	2998.0 1500.0 6.0 0.0 0.0 0.25 0.0  1
2500.0 1500.0 6.0 0.0 0.0 0.25 0.0	2998.0 1500.0 6.0 0.0 0.0 0.25 0.0	2500.0 2000.0 6.0 0.0 0.0 0.25 0.0	2998.0 2000.0 6.0 0.0 0.0 0.25 0.0  1
2500.0 2000.0 6.0 0.0 0.0 0.25 0.0	2998.0 2000.0 6.0 0.0 0.0 0.25 0.0	2500.0 2500.0 6.0 0.0 0.0 0.25 0.0	2998.0 2500.0 6.0 0.0 0.0 0.25 0.0  1
2500.0 2500.0 6.0 0.0 0.0 0.25 0.0	2998.0 2500.0 6.0 0.0 0.0 0.25 0.0	2500.0 2998.0 6.0 0.0 0.0 0.25 0.0	2998.0 2998.0 6.0 0.0 0.0 0.25 0.0  1
280.0 1300.0 6.0 0.0 0.0 0.25 0.0	500.0 1300.0 6.0 0.0 0.0 0.25 0.0	280.0 1500.0 6.0 0.0 0.0 0.25 0.0	500.0 1500.0 6.0 0.0 0.0 0.25 0.0  1
300.0 500.0 6.0 0.0 0.0 0.25 0.0	390.0 500.0 6.0 0.0 0.0 0.25 0.0	300.0 640.0 6.0 0.0 0.0 0.25 0.0	390.0 640.0 6.0 0.0 0.0 0.25 0.0  1
-750.0 0.0 6.0 0.0 0.0 0.25 0.0	-670.0 0.0 6.0 0.0 0.0 0.25 0.0	-750.0 270.0 6.0 0.0 0.0 0.25 0.0	-670.0 270.0 6.0 0.0 0.0 0.25 0.0  1
-1390.0 -450.0 6.0 0.0 0.0 0.25 0.0	-1130.0 -450.0 6.0 0.0 0.0 0.25 0.0	-1390.0 0.0 6.0 0.0 0.0 0.25 0.0	-1130.0 0.0 6.0 0.0 0.0 0.25 0.0  1
-1530.0 -240.0 6.0 0.0 0.0 0.25 0.0	-1390.0 -240.0 6.0 0.0 0.0 0.25 0.0	-1530.0 0.0 6.0 0.0 0.0 0.25 0.0	-1390.0 0.0 6.0 0.0 0.0 0.25 0.0  1
-1800.0 -130.0 6.0 0.0 0.0 0.25 0.0	-1530.0 -130.0 6.0 0.0 0.0 0.25 0.0	-1800.0 0.0 6.0 0.0 0.0 0.25 0.0	-1530.0 0.0 6.0 0.0 0.0 0.25 0.0  1
-2000.0 -2500.0 6.0 0.0 0.0 0.25 0.0	-1500.0 -2500.0 6.0 0.0 0.0 0.25 0.0	-2000.0 -2000.0 6.0 0.0 0.0 0.25 0.0	-1500.0 -2000.0 6.0 0.0 0.0 0.25 0.0  1
-2500.0 -2500.0 6.0 0.0 0.0 0.25 0.0	-2000.0 -2500.0 6.0 0.0 0.0 0.25 0.0	-2500.0 -2000.0 6.0 0.0 0.0 0.25 0.0	-2000.0 -2000.0 6.0 0.0 0.0 0.25 0.0  1
-2000.0 -2000.0 6.0 0.0 0.0 0.25 0.0	-1500.0 -2000.0 6.0 0.0 0.0 0.25 0.0	-2000.0 -1500.0 6.0 0.0 0.0 0.25 0.0	-1500.0 -1500.0 6.0 0.0 0.0 0.25 0.0  1
-2500.0 -2000.0 6.0 0.0 0.0 0.25 0.0	-2000.0 -2000.0 6.0 0.0 0.0 0.25 0.0	-2500.0 -1500.0 6.0 0.0 0.0 0.25 0.0	-2000.0 -1500.0 6.0 0.0 0.0 0.25 0.0  1
-110.0 1220.0 6.0 0.0 0.0 0.25 0.0	100.0 1220.0 6.0 0.0 0.0 0.25 0.0	-110.0 1500.0 6.0 0.0 0.0 0.25 0.0	100.0 1500.0 6.0 0.0 0.0 0.25 0.0  1
-110.0 500.0 6.0 0.0 0.0 0.25 0.0	90.0 500.0 6.0 0.0 0.0 0.25 0.0	-110.0 840.0 6.0 0.0 0.0 0.25 0.0	90.0 840.0 6.0 0.0 0.0 0.25 0.0  1
-110.0 1170.0 6.0 0.0 0.0 0.25 0.0	-40.0 1170.0 6.0 0.0 0.0 0.25 0.0	-110.0 1220.0 6.0 0.0 0.0 0.25 0.0	-40.0 1220.0 6.0 0.0 0.0 0.25 0.0  1
-110.0 1040.0 6.0 0.0 0.0 0.25 0.0	-60.0 1040.0 6.0 0.0 0.0 0.25 0.0	-110.0 1170.0 6.0 0.0 0.0 0.25 0.0	-60.0 1170.0 6.0 0.0 0.0 0.25 0.0  1
-110.0 840.0 6.0 0.0 0.0 0.25 0.0	-80.0 840.0 6.0 0.0 0.0 0.25 0.0	-110.0 880.0 6.0 0.0 0.0 0.25 0.0	-80.0 880.0 6.0 0.0 0.0 0.25 0.0  1
-80.0 840.0 6.0 0.0 0.0 0.25 0.0	0.0 840.0 6.0 0.0 0.0 0.25 0.0	-80.0 860.0 6.0 0.0 0.0 0.25 0.0	0.0 860.0 6.0 0.0 0.0 0.25 0.0  1
50.0 840.0 6.0 0.0 0.0 0.25 0.0	90.0 840.0 6.0 0.0 0.0 0.25 0.0	50.0 850.0 6.0 0.0 0.0 0.25 0.0	90.0 850.0 6.0 0.0 0.0 0.25 0.0  1
62.0 850.0 6.0 0.0 0.0 0.25 0.0	90.0 850.0 6.0 0.0 0.0 0.25 0.0	62.0 860.0 6.0 0.0 0.0 0.25 0.0	90.0 860.0 6.0 0.0 0.0 0.25 0.0  1
70.0 860.0 6.0 0.0 0.0 0.25 0.0	90.0 860.0 6.0 0.0 0.0 0.25 0.0	70.0 880.0 6.0 0.0 0.0 0.25 0.0	90.0 880.0 6.0 0.0 0.0 0.25 0.0  1
30.0 1200.0 6.0 0.0 0.0 0.25 0.0	100.0 1200.0 6.0 0.0 0.0 0.25 0.0	30.0 1220.0 6.0 0.0 0.0 0.25 0.0	100.0 1220.0 6.0 0.0 0.0 0.25 0.0  1
70.0 1130.0 6.0 0.0 0.0 0.25 0.0	100.0 1130.0 6.0 0.0 0.0 0.25 0.0	70.0 1200.0 6.0 0.0 0.0 0.25 0.0	100.0 1200.0 6.0 0.0 0.0 0.25 0.0  1
-190.0 -640.0 6.0 0.0 0.0 0.25 0.0	0.0 -640.0 6.0 0.0 0.0 0.25 0.0	-190.0 -250.0 6.0 0.0 0.0 0.25 0.0	0.0 -250.0 6.0 0.0 0.0 0.25 0.0  1
-260.0 -640.0 6.0 0.0 0.0 0.25 0.0	-190.0 -640.0 6.0 0.0 0.0 0.25 0.0	-260.0 -530.0 6.0 0.0 0.0 0.25 0.0	-190.0 -530.0 6.0 0.0 0.0 0.25 0.0  1
-300.0 -270.0 6.0 0.0 0.0 0.25 0.0	-190.0 -270.0 6.0 0.0 0.0 0.25 0.0	-300.0 -250.0 6.0 0.0 0.0 0.25 0.0	-190.0 -250.0 6.0 0.0 0.0 0.25 0.0  1
-250.0 -290.0 6.0 0.0 0.0 0.25 0.0	-190.0 -290.0 6.0 0.0 0.0 0.25 0.0	-250.0 -270.0 6.0 0.0 0.0 0.25 0.0	-190.0 -270.0 6.0 0.0 0.0 0.25 0.0  1
-230.0 -310.0 6.0 0.0 0.0 0.25 0.0	-190.0 -310.0 6.0 0.0 0.0 0.25 0.0	-230.0 -290.0 6.0 0.0 0.0 0.25 0.0	-190.0 -290.0 6.0 0.0 0.0 0.25 0.0  1
-210.0 -360.0 6.0 0.0 0.0 0.25 0.0	-190.0 -360.0 6.0 0.0 0.0 0.25 0.0	-210.0 -310.0 6.0 0.0 0.0 0.25 0.0	-190.0 -310.0 6.0 0.0 0.0 0.25 0.0  1
-680.0 -1000.0 6.0 0.0 0.0 0.25 0.0	-500.0 -1000.0 6.0 0.0 0.0 0.25 0.0	-680.0 -590.0 6.0 0.0 0.0 0.25 0.0	-500.0 -590.0 6.0 0.0 0.0 0.25 0.0  1
-680.0 -590.0 6.0 0.0 0.0 0.25 0.0	-670.0 -590.0 6.0 0.0 0.0 0.25 0.0	-680.0 -540.0 6.0 0.0 0.0 0.25 0.0	-670.0 -540.0 6.0 0.0 0.0 0.25 0.0  1
-670.0 -590.0 6.0 0.0 0.0 0.25 0.0	-650.0 -590.0 6.0 0.0 0.0 0.25 0.0	-670.0 -560.0 6.0 0.0 0.0 0.25 0.0	-650.0 -560.0 6.0 0.0 0.0 0.25 0.0  1
-650.0 -590.0 6.0 0.0 0.0 0.25 0.0	-630.0 -590.0 6.0 0.0 0.0 0.25 0.0	-650.0 -580.0 6.0 0.0 0.0 0.25 0.0	-630.0 -580.0 6.0 0.0 0.0 0.25 0.0  1
-700.0 -250.0 6.0 0.0 0.0 0.25 0.0	-500.0 -250.0 6.0 0.0 0.0 0.25 0.0	-700.0 0.0 6.0 0.0 0.0 0.25 0.0	-500.0 0.0 6.0 0.0 0.0 0.25 0.0  1
-700.0 -270.0 6.0 0.0 0.0 0.25 0.0	-590.0 -270.0 6.0 0.0 0.0 0.25 0.0	-700.0 -250.0 6.0 0.0 0.0 0.25 0.0	-590.0 -250.0 6.0 0.0 0.0 0.25 0.0  1
-700.0 -290.0 6.0 0.0 0.0 0.25 0.0	-630.0 -290.0 6.0 0.0 0.0 0.25 0.0	-700.0 -270.0 6.0 0.0 0.0 0.25 0.0	-630.0 -270.0 6.0 0.0 0.0 0.25 0.0  1
-700.0 -310.0 6.0 0.0 0.0 0.25 0.0	-660.0 -310.0 6.0 0.0 0.0 0.25 0.0	-700.0 -290.0 6.0 0.0 0.0 0.25 0.0	-660.0 -290.0 6.0 0.0 0.0 0.25 0.0  1
-700.0 -350.0 6.0 0.0 0.0 0.25 0.0	-680.0 -350.0 6.0 0.0 0.0 0.25 0.0	-700.0 -310.0 6.0 0.0 0.0 0.25 0.0	-680.0 -310.0 6.0 0.0 0.0 0.25 0.0  1
-670.0 -1570.0 6.0 0.0 0.0 0.25 0.0	-500.0 -1570.0 6.0 0.0 0.0 0.25 0.0	-670.0 -1500.0 6.0 0.0 0.0 0.25 0.0	-500.0 -1500.0 6.0 0.0 0.0 0.25 0.0  1
-1000.0 -1570.0 6.0 0.0 0.0 0.25 0.0	-830.0 -1570.0 6.0 0.0 0.0 0.25 0.0	-1000.0 -1500.0 6.0 0.0 0.0 0.25 0.0	-830.0 -1500.0 6.0 0.0 0.0 0.25 0.0  1
-830.0 -1570.0 6.0 0.0 0.0 0.25 0.0	-730.0 -1570.0 6.0 0.0 0.0 0.25 0.0	-830.0 -1530.0 6.0 0.0 0.0 0.25 0.0	-730.0 -1530.0 6.0 0.0 0.0 0.25 0.0  1
-690.0 -1510.0 6.0 0.0 0.0 0.25 0.0	-670.0 -1510.0 6.0 0.0 0.0 0.25 0.0	-690.0 -1500.0 6.0 0.0 0.0 0.25 0.0	-670.0 -1500.0 6.0 0.0 0.0 0.25 0.0  1
-1630.0 -1500.0 6.0 0.0 0.0 0.25 0.0	-1260.0 -1500.0 6.0 0.0 0.0 0.25 0.0	-1630.0 -1330.0 6.0 0.0 0.0 0.25 0.0	-1260.0 -1330.0 6.0 0.0 0.0 0.25 0.0  1
-1260.0 -1500.0 6.0 0.0 0.0 0.25 0.0	-970.0 -1500.0 6.0 0.0 0.0 0.25 0.0	-1260.0 -1330.0 6.0 0.0 0.0 0.25 0.0	-970.0 -1330.0 6.0 0.0 0.0 0.25 0.0  1
